Recency,Frequency,Monetary,T,AvgBasketsize,TotalTransactions,Churned
98,4,204095.82,341,51.79746835443038,4,0
7,5,301420.97000000003,129,48.66393442622951,5,0
37,1,14167.08,37,62.25,1,0
341,1,16781.66,341,48.625,1,1
129,5,211129.18,341,54.03658536585366,5,0
68,2,106805.06999999999,372,50.595238095238095,2,0
282,2,76747.31,282,45.5,2,1
37,4,148310.89,160,48.09230769230769,4,0
37,5,315161.05,341,51.41353383458647,5,0
68,2,24476.57,251,52.30769230769231,2,0
37,1,81897.12,37,49.875,1,0
7,5,117289.81000000001,310,49.75,5,0
7,2,126414.07,372,56.30232558139535,2,0
37,3,798119.26,372,48.95859872611465,3,0
68,1,191246.75,68,57.68055555555556,1,0
68,1,29473.26,68,42.1764705882353,1,0
37,11,686379.8,372,53.79245283018868,11,0
68,1,20667.23,68,43.18181818181818,1,0
7,9,218851.88999999998,341,45.255319148936174,9,0
37,12,445212.98,310,48.50273224043716,12,0
282,1,3617.4,282,60.0,1,1
68,5,198740.05,129,53.5,5,0
341,1,130229.06,341,56.45945945945946,1,1
37,1,514.55,37,67.5,1,0
37,2,55332.15,129,36.55172413793103,2,0
98,2,162558.19,221,50.714285714285715,2,0
68,1,61054.060000000005,68,47.793103448275865,1,0
160,1,10127.099999999999,160,57.666666666666664,1,0
37,4,278867.93,282,46.95454545454545,4,0
37,8,631584.35,372,54.02620087336245,8,0
7,39,330852.97,372,52.44166666666667,39,0
37,4,118094.31,129,53.26086956521739,4,0
37,4,118643.48,251,41.26315789473684,4,0
37,2,21631.87,160,53.25,2,0
68,7,328768.86,310,48.833333333333336,7,0
37,11,809863.96,372,49.504559270516715,11,0
98,1,59635.86,98,58.59090909090909,1,0
37,3,155689.59,372,56.964285714285715,3,0
37,4,371865.76,68,53.18881118881119,4,0
68,6,244237.78,221,49.83695652173913,6,0
282,1,4371.66,282,38.6,1,1
129,5,18390.0,160,53.285714285714285,5,0
129,1,9910.25,129,25.4,1,0
98,4,43522.32,251,49.857142857142854,4,0
251,2,176013.96,372,49.92424242424242,2,1
221,2,18200.98,251,64.2,2,1
68,3,297829.01,160,49.62385321100918,3,0
7,8,88782.52,372,60.029411764705884,8,0
282,1,45063.97,282,51.625,1,1
221,1,18576.02,221,65.88888888888889,1,1
98,1,6672.5,98,82.5,1,0
251,1,28745.0,251,49.0,1,1
7,15,1567205.17,372,49.61764705882353,15,0
37,7,506534.95,251,50.68599033816425,7,0
98,2,106105.76000000001,341,52.348837209302324,2,0
221,2,148403.7,221,52.32203389830509,2,1
37,3,96160.93000000001,129,53.97435897435897,3,0
37,5,81180.14,372,49.0625,5,0
282,1,59977.14,282,44.27272727272727,1,1
98,4,176150.82,372,47.44776119402985,4,0
129,3,29372.010000000002,221,49.23076923076923,3,0
221,1,156099.37,221,55.05172413793103,1,1
98,1,80865.82,98,57.44444444444444,1,0
68,1,39962.87,68,57.6875,1,0
37,7,349858.96,341,49.97902097902098,7,0
37,4,38357.27,98,40.0,4,0
129,2,82951.48,190,53.30769230769231,2,0
98,3,62254.44,282,39.608695652173914,3,0
160,2,111724.54,341,54.25,2,0
7,3,32192.899999999998,372,46.857142857142854,3,0
37,1,618.6,37,30.0,1,0
37,3,128499.74,221,55.473684210526315,3,0
68,1,187085.4,68,46.41379310344828,1,0
68,1,24655.010000000002,68,46.25,1,0
282,2,28883.34,310,50.111111111111114,2,1
282,1,26356.41,282,42.45454545454545,1,1
7,35,4233075.5200000005,341,50.30530709600477,35,0
68,5,206392.06,282,48.989010989010985,5,0
37,19,449818.1,372,46.20792079207921,19,0
7,27,556534.66,372,48.95982142857143,27,0
37,15,1133420.9,282,50.064876957494405,15,0
7,17,826257.97,372,49.284375,17,0
372,1,4158.400000000001,372,92.0,1,1
37,2,275037.61,37,53.37623762376238,2,0
37,2,43716.96,98,59.46666666666667,2,0
129,1,34941.81,129,46.0,1,0
68,2,77900.88,98,53.56666666666667,2,0
37,4,18743.33,160,49.375,4,0
68,1,123390.76,68,51.04347826086956,1,0
68,2,17985.600000000002,98,42.63636363636363,2,0
129,3,224160.77,341,51.858823529411765,3,0
37,6,98391.66,221,49.675,6,0
68,2,11781.7,190,55.57142857142857,2,0
341,2,41192.380000000005,341,53.5,2,1
37,4,462664.08,310,49.81818181818182,4,0
160,1,99119.92,160,40.404761904761905,1,0
37,2,100743.52,310,60.74193548387097,2,0
190,2,156638.74,251,53.592592592592595,2,0
372,2,24095.21,372,44.90909090909091,2,1
160,1,17677.519999999997,160,57.0,1,0
7,4,147570.07,68,47.88135593220339,4,0
7,1,1019.64,7,68.0,1,0
282,1,15005.429999999998,282,66.4,1,1
190,2,69555.12,190,45.22727272727273,2,0
129,4,205118.46,310,52.49382716049383,4,0
160,1,274.93,160,19.0,1,0
372,1,54420.42,372,47.80952380952381,1,1
7,10,238931.28,372,49.27160493827161,10,0
129,1,1308.2,129,62.0,1,0
37,4,147070.34,221,49.98245614035088,4,0
7,5,264375.95,310,50.00934579439252,5,0
7,6,206065.44,341,55.51948051948052,6,0
7,2,66028.88,160,55.61538461538461,2,0
37,5,201050.7,341,48.41025641025641,5,0
7,4,189667.85,98,54.653333333333336,4,0
37,5,218254.39,282,50.27272727272727,5,0
68,9,358540.89,372,50.8,9,0
7,3,44039.46,37,41.8,3,0
7,36,1257587.3800000001,372,50.612,36,0
98,6,295173.42,221,53.11818181818182,6,0
98,2,24530.5,98,48.45454545454545,2,0
37,1,67826.31,37,52.2,1,0
7,5,55177.0,98,58.61904761904762,5,0
37,12,189652.95,372,47.8051948051948,12,0
98,1,20542.96,98,45.0,1,0
37,9,285975.09,372,48.944954128440365,9,0
341,1,54769.18,341,62.411764705882355,1,1
37,4,50412.44,372,58.1578947368421,4,0
98,3,120259.71,341,44.735849056603776,3,0
37,1,46605.35,37,44.095238095238095,1,0
98,3,651733.84,310,48.5,3,0
98,1,127083.1,98,46.21568627450981,1,0
160,3,62050.64,160,53.5,3,0
221,1,139406.98,221,50.407407407407405,1,1
68,7,380141.55,282,53.776119402985074,7,0
282,1,114966.85,282,52.26190476190476,1,1
190,2,69622.65,190,60.54545454545455,2,0
68,3,296652.2,282,53.21848739495798,3,0
282,2,47966.23,310,42.31818181818182,2,1
98,1,25890.23,98,65.125,1,0
68,1,45144.78,68,60.07142857142857,1,0
37,1,30319.57,37,48.5625,1,0
37,3,101482.51,98,48.86046511627907,3,0
68,1,29679.62,68,37.25,1,0
7,2,68983.25,68,49.74074074074074,2,0
98,1,141300.4,98,49.254901960784316,1,0
129,1,67352.71,129,53.59375,1,0
98,1,79385.73,98,38.0,1,0
282,1,254605.38,282,51.44444444444444,1,1
282,1,77019.38,282,56.241379310344826,1,1
68,2,58758.229999999996,68,58.125,2,0
7,5,477433.13,310,51.18343195266272,5,0
37,2,175536.97,68,52.2,2,0
68,2,41672.33,98,45.7,2,0
7,3,301208.22000000003,221,50.90909090909091,3,0
68,1,99.12,68,6.0,1,0
282,2,82803.68000000001,341,57.03448275862069,2,1
372,2,52694.62,372,58.8421052631579,2,1
372,2,115846.14,372,52.13636363636363,2,1
98,1,61481.02,98,61.17391304347826,1,0
68,3,456266.0,282,50.677215189873415,3,0
98,2,95085.68000000001,98,58.28947368421053,2,0
98,3,126801.13,251,50.679245283018865,3,0
37,3,220159.92,160,47.98969072164948,3,0
37,7,421702.86,310,49.52601156069364,7,0
282,1,44007.43,282,64.0,1,1
37,9,377037.19,190,50.980645161290326,9,0
341,1,82884.19,341,50.371428571428574,1,1
129,3,86394.04,160,47.44444444444444,3,0
37,3,120340.43,251,50.78431372549019,3,0
98,1,27135.86,98,38.92307692307692,1,0
221,1,2184.06,221,89.0,1,1
7,10,406565.87,310,50.390243902439025,10,0
190,1,58425.15,190,42.714285714285715,1,0
37,4,111684.96,341,46.765957446808514,4,0
98,6,84782.16,341,48.94871794871795,6,0
221,1,48681.99,221,46.03846153846154,1,1
129,2,95724.03,372,44.76923076923077,2,0
37,1,15437.17,37,65.0,1,0
7,2,26413.440000000002,221,48.63636363636363,2,0
98,3,53610.38,341,50.407407407407405,3,0
7,81,1242486.09,372,50.275449101796404,81,0
7,7,75370.97,310,43.3,7,0
129,1,39634.31,129,57.94444444444444,1,0
160,3,62682.61,310,61.166666666666664,3,0
68,2,42713.36,98,47.526315789473685,2,0
7,2,86481.32,221,51.892857142857146,2,0
37,23,782821.54,372,49.85031847133758,23,0
68,1,38545.83,68,44.6875,1,0
160,4,28788.300000000003,190,58.2,4,0
68,3,248514.52,310,52.06666666666667,3,0
68,2,327440.9,68,51.9296875,2,0
129,3,195074.16,310,50.06410256410256,3,0
7,12,362950.82,372,46.35220125786164,12,0
37,3,47745.5,221,36.48275862068966,3,0
37,1,185279.43,37,49.7972972972973,1,0
37,4,179853.24,98,53.04477611940298,4,0
37,4,128882.95,98,54.68518518518518,4,0
68,2,126882.84,98,51.02173913043478,2,0
98,2,31842.66,98,61.3,2,0
7,9,263318.81,190,51.980582524271846,9,0
7,1,54500.13,7,61.583333333333336,1,0
37,7,457967.07,190,53.10179640718563,7,0
282,1,146113.37,282,50.907407407407405,1,1
98,1,36609.42,98,57.84615384615385,1,0
37,4,165898.71,37,52.79032258064516,4,0
37,10,555869.77,372,50.311557788944725,10,0
37,1,39761.479999999996,37,48.526315789473685,1,0
37,6,177728.68,221,51.95774647887324,6,0
37,6,1032821.24,341,48.328828828828826,6,0
282,2,1834.88,282,47.0,2,1
190,2,47270.72,310,63.05882352941177,2,0
37,4,170312.06,372,57.490566037735846,4,0
37,7,214846.74000000002,221,56.33846153846154,7,0
7,22,1060816.82,372,50.65736040609137,22,0
37,2,68531.28,68,56.94117647058823,2,0
37,3,64267.96,190,46.03703703703704,3,0
190,2,45963.340000000004,251,64.5,2,0
68,1,71027.14,68,41.292682926829265,1,0
129,2,35216.06,190,43.166666666666664,2,0
37,2,264631.89,37,48.80808080808081,2,0
7,41,719205.22,372,49.209150326797385,41,0
98,2,31151.47,129,70.0,2,0
7,4,549321.44,68,47.46923076923077,4,0
68,3,51184.72,341,52.04545454545455,3,0
251,1,174758.77,251,51.609375,1,1
190,4,216703.5,310,49.45348837209303,4,0
190,4,127979.02,282,45.114754098360656,4,0
37,8,178700.68,310,47.50617283950617,8,0
221,3,39695.15,251,49.4375,3,1
68,8,284459.7,372,52.19642857142857,8,0
251,1,20348.31,251,47.81818181818182,1,1
68,1,29036.69,68,49.1,1,0
251,1,23047.83,251,61.0,1,1
251,1,51103.600000000006,251,51.08695652173913,1,1
98,3,167518.5,160,50.11594202898551,3,0
68,3,93822.75,372,46.8235294117647,3,0
37,17,1101444.3,372,50.00702576112412,17,0
129,4,22989.35,310,48.42857142857143,4,0
68,10,230273.73,372,50.69767441860465,10,0
160,3,128024.8,221,49.36,3,0
282,2,24494.85,310,54.375,2,1
310,1,43666.380000000005,310,45.111111111111114,1,1
7,6,166628.44,372,55.25,6,0
37,3,97865.95,372,46.75,3,0
282,3,57185.76,372,48.95,3,1
37,7,108086.05,282,49.51111111111111,7,0
37,4,159629.5,129,47.40298507462686,4,0
251,2,122461.0,310,48.84905660377358,2,1
37,3,40216.68,341,50.388888888888886,3,0
98,1,44194.91,98,45.05882352941177,1,0
68,1,54041.63,68,51.31818181818182,1,0
68,8,586465.68,251,50.198237885462554,8,0
341,3,88926.24,372,52.172413793103445,3,1
7,4,398380.14,160,50.98148148148148,4,0
251,1,32444.920000000002,251,51.083333333333336,1,1
7,7,100532.34,310,46.59090909090909,7,0
7,5,297126.79,190,50.07692307692308,5,0
282,1,43210.71,282,50.93333333333333,1,1
129,1,16832.99,129,44.7,1,0
98,1,10876.96,98,52.75,1,0
98,4,160445.80000000002,251,49.52542372881356,4,0
37,3,102845.72,251,49.45454545454545,3,0
68,5,355872.15,190,47.40559440559441,5,0
98,1,117506.78,98,55.39473684210526,1,0
68,2,23436.829999999998,98,67.33333333333333,2,0
68,8,221776.13,372,50.26315789473684,8,0
7,3,1061498.06,37,48.0045871559633,3,0
37,1,15633.89,37,54.6,1,0
37,6,399338.3,372,45.92655367231639,6,0
68,5,65341.04,221,47.2962962962963,5,0
37,2,7907.84,251,42.666666666666664,2,0
37,8,635571.68,341,54.83482142857143,8,0
98,2,50916.42,221,61.86666666666667,2,0
221,2,50740.19,372,47.86363636363637,2,1
37,1,171956.06,37,53.22727272727273,1,0
190,3,203449.23,282,49.73684210526316,3,0
7,43,874610.06,372,48.39766081871345,43,0
7,7,435572.96,98,50.03351955307262,7,0
68,7,62195.79,341,57.76,7,0
98,4,97796.19,310,46.526315789473685,4,0
68,2,210634.65,251,50.50574712643678,2,0
37,3,213700.57,221,45.06122448979592,3,0
98,2,300185.72,251,46.12096774193548,2,0
37,8,106548.15000000001,251,41.69230769230769,8,0
341,1,13323.57,341,43.25,1,1
68,16,294454.3,341,52.04132231404959,16,0
98,4,321336.72000000003,221,48.88970588235294,4,0
37,2,89538.92,282,44.970588235294116,2,0
7,4,390719.66000000003,68,45.70285714285714,4,0
7,1,92952.99,7,45.696969696969695,1,0
221,1,39817.450000000004,221,60.142857142857146,1,1
98,3,252750.2,251,54.46341463414634,3,0
98,2,116149.94,160,51.204081632653065,2,0
160,5,156926.22,372,39.529411764705884,5,0
37,2,90023.13,341,54.8421052631579,2,0
68,2,449343.66000000003,98,48.77272727272727,2,0
190,1,115558.2,190,49.93181818181818,1,0
37,2,256877.09,372,56.51764705882353,2,0
251,1,80085.72,251,56.55555555555556,1,1
37,12,835955.39,282,51.20821114369502,12,0
221,1,96604.87,221,48.39393939393939,1,1
68,2,91930.29,282,54.34615384615385,2,0
37,5,111408.33,190,46.369565217391305,5,0
37,20,354629.35,372,50.83846153846154,20,0
37,5,232857.02,251,50.95294117647059,5,0
37,2,41689.81,372,35.43478260869565,2,0
310,1,27397.45,310,49.6,1,1
160,1,117878.51,160,51.471698113207545,1,0
310,1,50268.61,310,53.791666666666664,1,1
37,3,31245.760000000002,68,54.45454545454545,3,0
37,13,466352.11,282,49.69444444444444,13,0
37,2,65864.05,190,56.23809523809524,2,0
37,7,261061.41,310,52.31460674157304,7,0
68,3,159948.29,282,53.189655172413794,3,0
37,4,50524.66,282,47.5,4,0
129,6,354954.52,341,53.58914728682171,6,0
68,1,71873.94,68,51.23076923076923,1,0
7,2,439180.02999999997,37,54.48795180722892,2,0
68,2,104590.31,68,48.97560975609756,2,0
7,33,697797.79,372,49.84469696969697,33,0
341,1,47495.56,341,49.8421052631579,1,1
68,2,268860.19,221,53.96969696969697,2,0
68,1,55409.02,68,45.17391304347826,1,0
37,1,48147.75,37,37.22222222222222,1,0
37,3,125962.21,310,56.18604651162791,3,0
68,1,272516.01,68,54.255102040816325,1,0
37,9,510006.26,310,49.1140350877193,9,0
98,4,165316.25,372,47.23684210526316,4,0
37,4,505431.49,341,48.850746268656714,4,0
341,2,67267.89,341,53.333333333333336,2,1
68,3,124527.99,190,54.18181818181818,3,0
190,1,44228.090000000004,190,59.53846153846154,1,0
129,1,52362.48,129,44.89473684210526,1,0
37,7,211549.87,310,47.348837209302324,7,0
251,1,51222.82,251,52.578947368421055,1,1
68,7,261845.3,372,50.8936170212766,7,0
37,11,163224.69,341,52.25423728813559,11,0
7,11,263738.97000000003,310,54.925,11,0
98,12,28370.63,282,52.416666666666664,12,0
37,6,380855.26,251,49.265306122448976,6,0
37,5,476900.72000000003,341,48.87234042553192,5,0
68,1,164872.65,68,50.79032258064516,1,0
37,6,168588.29,310,54.828125,6,0
68,3,238942.9,251,43.89108910891089,3,0
37,1,19847.23,37,47.0,1,0
98,1,86734.67,98,40.525,1,0
221,1,162514.45,221,51.89393939393939,1,1
37,3,44532.34,190,48.107142857142854,3,0
7,5,353585.57,129,51.08108108108108,5,0
129,1,5971.1,129,41.8,1,0
37,5,187745.32,251,48.075,5,0
282,2,56307.48,372,47.21739130434783,2,1
37,7,216934.65,282,48.255102040816325,7,0
37,2,22077.86,68,63.0,2,0
68,3,191070.64,372,56.476190476190474,3,0
68,6,405233.59,282,52.28313253012048,6,0
129,2,146244.18,251,51.910714285714285,2,0
190,2,123607.61,341,50.40816326530612,2,0
37,2,33817.22,221,50.4375,2,0
37,7,266359.03,221,49.88392857142857,7,0
221,3,316431.23,341,52.824074074074076,3,1
98,7,153387.92,282,48.5,7,0
190,1,26632.350000000002,190,55.53846153846154,1,0
68,3,35841.06,310,58.166666666666664,3,0
160,1,255394.62,160,54.40229885057471,1,0
7,29,1266981.16,372,50.762475049900196,29,0
68,2,14004.16,160,40.44444444444444,2,0
98,1,70319.98,98,56.04,1,0
310,6,38168.5,341,41.375,6,1
37,2,169359.89,37,47.353846153846156,2,0
160,2,66960.99,310,61.48,2,0
160,1,46851.619999999995,160,54.9375,1,0
7,5,596223.43,341,53.416666666666664,5,0
37,4,143215.76,160,51.12280701754386,4,0
190,1,8076.55,190,59.333333333333336,1,0
310,2,58308.42,310,46.32258064516129,2,1
7,7,86301.37,68,45.23076923076923,7,0
190,1,19808.02,190,48.5,1,0
68,1,17268.29,68,43.833333333333336,1,0
68,1,19887.06,68,34.888888888888886,1,0
37,5,130092.94,251,46.0,5,0
341,2,13971.68,341,65.75,2,1
7,60,1544184.98,372,51.64786324786325,60,0
37,15,192677.37,282,48.74444444444445,15,0
37,1,40682.59,37,62.083333333333336,1,0
160,1,40914.0,160,62.42857142857143,1,0
37,10,509166.29,341,52.64467005076142,10,0
341,1,112.95,341,45.0,1,1
7,10,311530.57,98,53.022222222222226,10,0
7,3,60918.86,372,39.714285714285715,3,0
310,1,63182.83,310,48.55,1,1
282,2,105357.99,341,43.354166666666664,2,1
282,1,99597.06,282,42.88235294117647,1,1
7,17,869106.65,341,48.98554913294798,17,0
37,1,29630.4,37,55.375,1,0
221,2,32391.77,221,48.15384615384615,2,1
251,1,27602.84,251,57.8,1,1
282,8,275050.62,372,52.80555555555556,8,1
282,1,60193.68,282,57.0,1,1
37,7,274317.85,310,53.52427184466019,7,0
251,2,42717.420000000006,310,48.833333333333336,2,1
37,5,164200.62,251,51.8,5,0
129,4,116501.07,282,49.325581395348834,4,0
37,1,68856.3,37,50.035714285714285,1,0
129,4,208459.65,282,50.72093023255814,4,0
221,1,10056.54,221,39.333333333333336,1,1
68,11,294830.98,310,46.271186440677965,11,0
37,2,128819.66,129,52.38095238095238,2,0
37,2,49977.009999999995,37,43.7,2,0
37,6,163568.09,310,51.46031746031746,6,0
160,2,106281.28,160,52.04651162790697,2,0
221,2,108711.59,251,52.026315789473685,2,1
37,1,78771.63,37,53.696969696969695,1,0
37,8,552795.72,251,50.98557692307692,8,0
7,3,475232.51,282,48.103092783505154,3,0
221,1,90127.68000000001,221,49.9,1,1
37,1,9664.279999999999,37,41.333333333333336,1,0
251,1,54784.46,251,51.65217391304348,1,1
98,4,82674.37,221,44.542857142857144,4,0
37,14,857114.68,341,49.23839009287926,14,0
7,8,99600.34,282,51.04761904761905,8,0
98,2,171506.12,310,47.72222222222222,2,0
160,2,66271.73,190,45.07692307692308,2,0
372,1,1058.89,372,49.0,1,1
98,5,67824.85,372,49.714285714285715,5,0
68,5,53741.81,341,45.083333333333336,5,0
310,1,10266.48,310,46.666666666666664,1,1
129,6,178611.2,251,44.39473684210526,6,0
310,1,89890.27,310,51.114285714285714,1,1
160,2,25047.75,341,61.583333333333336,2,0
7,10,876902.87,68,51.067055393586,10,0
7,15,396255.19,372,53.81818181818182,15,0
37,7,330178.68,372,48.333333333333336,7,0
37,2,82720.06,98,52.64,2,0
68,2,136472.08,282,48.19298245614035,2,0
68,2,148649.36,190,54.44285714285714,2,0
221,2,28794.02,221,58.07142857142857,2,1
68,3,39190.3,190,51.64705882352941,3,0
98,3,553777.09,341,51.23076923076923,3,0
7,52,1019774.73,372,49.8421052631579,52,0
7,16,354993.38,372,48.83916083916084,16,0
68,5,322025.26,251,57.09166666666667,5,0
37,3,514539.88,251,53.824858757062145,3,0
98,1,69742.26,98,59.09090909090909,1,0
7,41,560752.2,372,47.77168949771689,41,0
129,1,26599.14,129,52.666666666666664,1,0
7,2,128506.21,190,44.473684210526315,2,0
251,1,34760.5,251,44.35294117647059,1,1
37,6,311392.61,341,49.59130434782609,6,0
37,11,67842.05,341,48.54838709677419,11,0
372,1,10319.400000000001,372,50.285714285714285,1,1
98,2,68335.72,372,42.774193548387096,2,0
7,1,106682.19,7,49.44444444444444,1,0
68,3,51133.15,190,51.94117647058823,3,0
68,2,29615.07,310,43.15384615384615,2,0
7,63,1123404.12,372,50.348519362186785,63,0
129,2,105317.24,310,51.282051282051285,2,0
310,1,79143.27,310,45.303030303030305,1,1
68,1,53772.1,68,47.30434782608695,1,0
160,6,153808.75,372,45.31818181818182,6,0
282,1,27285.64,282,42.11764705882353,1,1
37,7,372805.36,310,51.75182481751825,7,0
68,2,32915.2,129,47.15384615384615,2,0
68,1,26983.07,68,56.3,1,0
372,1,17628.260000000002,372,52.0,1,1
7,5,202817.91,98,51.921052631578945,5,0
310,1,49685.33,310,63.416666666666664,1,1
37,4,98311.06999999999,68,46.19444444444444,4,0
190,4,26795.27,251,46.285714285714285,4,0
68,3,89337.48000000001,129,48.19444444444444,3,0
68,5,180522.67,160,50.098591549295776,5,0
68,3,165658.06,160,54.724137931034484,3,0
37,5,446880.67,341,53.47457627118644,5,0
37,4,79378.07,68,52.0,4,0
37,2,57923.44,372,49.5,2,0
310,3,73834.92,341,49.638888888888886,3,1
160,2,156312.71,282,50.03389830508475,2,0
7,2,242136.12,68,52.3125,2,0
37,2,104531.97,98,48.3,2,0
37,5,124295.67,310,46.41304347826087,5,0
160,2,44179.74,190,56.25,2,0
68,3,238833.1,160,49.8494623655914,3,0
37,1,34533.35,37,57.6,1,0
372,1,2914.28,372,41.0,1,1
37,6,191040.64,372,52.054054054054056,6,0
37,2,8204.41,37,43.5,2,0
160,1,55715.17,160,40.48275862068966,1,0
37,4,136949.27,221,50.72727272727273,4,0
221,2,38753.73,341,46.05263157894737,2,1
7,4,428648.25,372,50.41954022988506,4,0
251,1,506.92,251,19.0,1,1
68,9,542759.41,372,52.80582524271845,9,0
37,1,63041.19,37,50.7,1,0
68,1,41839.94,68,57.0,1,0
37,4,122990.1,372,48.08620689655172,4,0
98,3,13417.85,372,47.2,3,0
68,2,243185.77000000002,190,49.17821782178218,2,0
98,2,247584.74000000002,129,52.42553191489362,2,0
98,3,218341.01,310,52.24691358024691,3,0
7,2,65606.03,68,50.916666666666664,2,0
7,29,253673.37,372,51.41228070175438,29,0
190,5,47689.35,221,45.23529411764706,5,0
68,1,23196.45,68,33.72727272727273,1,0
341,1,49400.04,341,50.357142857142854,1,1
7,6,162172.7,98,43.79220779220779,6,0
37,10,336679.0,341,47.767605633802816,10,0
251,2,48756.11,251,55.72727272727273,2,1
68,4,81547.81,310,51.03333333333333,4,0
98,1,10527.880000000001,98,39.42857142857143,1,0
37,3,139072.99,221,47.39344262295082,3,0
7,2,90739.53,37,51.75757575757576,2,0
129,4,718946.4,372,47.957654723127035,4,0
7,10,300938.88,310,52.08474576271186,10,0
37,14,818340.48,310,47.937869822485204,14,0
129,4,58662.39,310,52.75,4,0
372,1,55584.08,372,50.166666666666664,1,1
68,5,281421.46,310,50.55769230769231,5,0
68,1,17837.239999999998,68,57.285714285714285,1,0
98,1,14054.710000000001,98,92.0,1,0
68,1,82748.63,68,54.0,1,0
37,13,435644.04,372,52.35757575757576,13,0
7,22,510590.15,310,54.73888888888889,22,0
7,6,162768.22,68,48.31818181818182,6,0
7,9,399928.77999999997,341,48.75483870967742,9,0
7,6,130655.64,282,45.05,6,0
190,2,63574.229999999996,221,51.607142857142854,2,0
98,1,39543.89,98,42.625,1,0
221,1,62596.5,221,59.31578947368421,1,1
129,2,90626.96,221,50.0,2,0
98,1,38831.38,98,54.4,1,0
7,14,254055.55,372,50.728070175438596,14,0
37,4,53196.35,251,45.77777777777778,4,0
310,1,43280.9,310,46.61904761904762,1,1
37,5,75607.71,310,57.9,5,0
37,5,304730.73,190,50.89915966386555,5,0
68,1,41090.14,68,46.05882352941177,1,0
341,1,45155.01,341,59.75,1,1
37,2,57759.43,282,51.68421052631579,2,0
190,3,110742.95,282,48.69767441860465,3,0
98,5,371783.82,341,49.73154362416108,5,0
37,2,61555.75,310,55.38461538461539,2,0
98,5,285996.55,282,46.492063492063494,5,0
68,9,365822.07,310,48.0945945945946,9,0
7,3,72316.26000000001,37,53.470588235294116,3,0
68,2,44052.69,190,55.5,2,0
68,2,69213.93,282,39.5,2,0
68,3,79341.97,129,47.666666666666664,3,0
372,1,10779.100000000002,372,39.0,1,1
68,1,36782.8,68,38.35,1,0
7,11,363661.13,98,52.24817518248175,11,0
37,6,119489.96,160,52.2,6,0
37,1,24980.62,37,55.54545454545455,1,0
98,1,52464.01,98,48.333333333333336,1,0
37,4,63786.41,160,45.74074074074074,4,0
190,3,33356.68,341,53.9,3,0
68,2,42805.64,160,48.294117647058826,2,0
98,3,142534.03,282,52.49152542372882,3,0
310,1,44071.04,310,48.75,1,1
129,2,59252.62,160,51.52173913043478,2,0
282,1,75031.52,282,56.29032258064516,1,1
190,2,48915.19,190,32.25925925925926,2,0
190,1,12191.849999999999,190,29.77777777777778,1,0
37,1,20554.51,37,59.0,1,0
37,4,113529.99,310,46.28260869565217,4,0
37,4,115853.81,160,43.93877551020408,4,0
37,7,147083.94,372,51.95744680851064,7,0
98,3,20913.84,282,46.81818181818182,3,0
68,1,12456.099999999999,68,52.6,1,0
372,1,12115.97,372,59.0,1,1
7,6,420987.36,98,49.0625,6,0
37,5,85752.47,251,43.0,5,0
190,3,97570.59,310,57.0,3,0
221,3,331565.59,251,49.39855072463768,3,1
7,7,54060.47,372,49.3,7,0
7,3,70317.8,98,58.333333333333336,3,0
160,2,94362.56,310,53.45454545454545,2,0
7,5,386037.66,282,49.38157894736842,5,0
372,1,11635.04,372,40.4,1,1
98,3,190554.5,372,46.141304347826086,3,0
37,2,25854.46,98,53.333333333333336,2,0
37,2,13621.09,251,38.27272727272727,2,0
310,4,88535.48,372,53.542857142857144,4,1
160,1,6532.799999999999,160,51.0,1,0
7,20,1729114.47,372,53.388625592417064,20,0
7,11,407200.68,310,49.01898734177215,11,0
98,2,40777.78,221,56.46666666666667,2,0
310,1,24702.37,310,43.54545454545455,1,1
68,1,60929.79,68,50.892857142857146,1,0
37,7,931116.3200000001,282,51.15,7,0
221,1,34299.26,221,56.4,1,1
37,2,23014.68,68,44.666666666666664,2,0
98,1,139483.79,98,49.148148148148145,1,0
68,1,19791.64,68,54.09090909090909,1,0
68,5,279928.39,372,48.26086956521739,5,0
37,13,304081.59,372,51.017857142857146,13,0
37,6,44482.42,372,49.05882352941177,6,0
7,16,928803.54,282,49.45609065155807,16,0
37,1,39826.41,37,48.61538461538461,1,0
37,9,629911.62,282,52.38912133891213,9,0
68,2,102905.06,251,46.146341463414636,2,0
221,1,50683.61,221,59.375,1,1
37,7,213826.06,160,51.76744186046512,7,0
37,1,11003.04,37,48.4,1,0
37,12,318887.8,341,47.984,12,0
7,6,349495.48,160,45.535483870967745,6,0
37,6,214701.52,251,52.252873563218394,6,0
37,15,567757.55,372,52.2877358490566,15,0
221,2,49546.08,221,48.6875,2,1
68,4,89831.9,372,48.0,4,0
160,2,131130.65,160,48.191489361702125,2,0
68,7,444061.79,310,50.22222222222222,7,0
37,5,210616.75,221,46.88095238095238,5,0
129,3,76937.41,341,47.13333333333333,3,0
221,3,107036.04000000001,221,45.45454545454545,3,1
282,1,33799.09,282,57.27272727272727,1,1
129,3,92825.87,282,52.26470588235294,3,0
98,1,98297.88,98,45.53846153846154,1,0
68,1,50753.53,68,46.55,1,0
160,5,378569.83,372,44.80246913580247,5,0
68,4,183929.06,160,53.720588235294116,4,0
37,2,102882.72,98,53.282051282051285,2,0
160,3,64406.479999999996,282,51.90909090909091,3,0
